ProjectNumber,ModNumber,ModTitle,POPStart,POPEnd,AwardAmount,FundingAmount
090069.003,0,NULL,2018-09-29T00:00:00,2019-01-27T00:00:00,,137028.38
090069.004,0,NULL,2018-09-29T00:00:00,2018-11-20T00:00:00,,30456.75
090069.004,1,POP Extension. No Cost.,2019-03-18T00:00:00,2019-04-19T00:00:00,,NULL
090069.005,0,NULL,2019-05-07T00:00:00,2019-07-13T00:00:00,,29700.35
090069.005,01,NULL,2019-05-07T00:00:00,2019-07-13T00:00:00,,1992.06
090069.006,0,NULL,2019-05-15T00:00:00,2019-06-29T00:00:00,,11493.60
090070,NULL,Project will paid for by Credit Card,2018-07-11T00:00:00,2018-08-31T00:00:00,,1457.00
090071,NULL,NULL,2018-07-10T00:00:00,2018-08-09T00:00:00,,2435.20
090072,00,AF Credit Card purchase,2018-07-17T00:00:00,2018-07-31T00:00:00,,2467.82
090073,NULL,P-Card ,2018-07-31T00:00:00,2018-09-05T00:00:00,,2475.00
090076,NULL,NULL,2018-10-01T00:00:00,2018-11-30T00:00:00,,2435.20
090077,NULL,Time and Material Contract NTE 5000.00  Bucket Truck Rate is 475.00 daily,2018-10-31T00:00:00,2018-11-30T00:00:00,,5000.00
090078,NULL,No Contract or LBA from client.  Project being entered using the not yet accepted proposal that was sent to the client. Have to enter into Dashboard without correct documents because subcontractor has billed for this project and charge codes are needed to generate a PO by the PM.,2018-11-07T00:00:00,2018-12-31T00:00:00,,4897.59
090079.001.01,NULL,NULL,2018-12-03T00:00:00,2018-12-31T00:00:00,,25000.00
090080,NULL,NULL,2019-01-08T00:00:00,2019-02-28T00:00:00,,2850.75
090081,00,"Credit Card Purchase - Holly Kain - 507 ADAS Unit Program Coordinator  3890 Tyndall Ave  Nellis, AFB, NV 89191",2019-03-13T00:00:00,2019-04-30T00:00:00,,1950.00
090082,00,CREDIT CARD PURCHASE TO INSTALL CEILING MOUNDING,2019-04-01T00:00:00,2019-04-30T00:00:00,,1000.00
090083,00,8/22/19 added fully executed subcontract - just a notice of award.  entering into DASHBOARD to allow PM to charge to project - complete submittals and schedules that will become part of subcontract,2019-08-12T00:00:00,2019-12-31T00:00:00,,224913.02
090084,00,Credit card purchase for countertop to be installed in building 11,2019-09-19T00:00:00,2019-11-29T00:00:00,,3800.00
090085,00,CREDIT CARD PURCHASE,2019-09-23T00:00:00,2019-10-30T00:00:00,,800.00
0A0001,0,NULL,2017-01-01T00:00:00,2018-12-31T00:00:00,,NULL
0A0001.001,NULL,NULL,2015-06-08T00:00:00,2016-09-01T00:00:00,,4771939.00
0A0001.001,P00001,NULL,2015-06-08T00:00:00,2016-09-01T00:00:00,,NULL
0A0001.001,P00002,NULL,2015-06-08T00:00:00,2016-11-30T00:00:00,,357445.75
0A0001.001,P00003,NULL,2015-06-08T00:00:00,2016-11-30T00:00:00,,47032.11
0A0001.001,P00004,NULL,2015-06-08T00:00:00,2017-09-01T00:00:00,,119172.10
0A0001.001,P00005,NULL,2015-06-08T00:00:00,2017-09-01T00:00:00,,5452.38
0A0001.001,P00006,NULL,2015-06-08T00:00:00,2017-11-11T00:00:00,,69288.53
0A0001.001,P00007,NULL,2015-06-08T00:00:00,2019-05-31T00:00:00,,192819.49
0A0001.001,P0008,NULL,NULL,NULL,,2206.00
0A0001.005,NULL,NULL,2017-05-23T00:00:00,2017-10-30T00:00:00,,1307594.00
0A0001.005,P00001,NULL,2017-05-23T00:00:00,2017-10-30T00:00:00,,12496.71
0A0001.005,P00002,NULL,2017-05-23T00:00:00,2017-10-30T00:00:00,,8341.15
0A0001.006,NULL,NULL,2017-06-16T00:00:00,2017-11-26T00:00:00,,339500.00
0A0001.007,NULL,NULL,2017-08-15T00:00:00,2017-11-15T00:00:00,,136685.00
0A0001.008,NULL,NULL,2017-11-01T00:00:00,2018-06-29T00:00:00,,1603398.00
0A0001.008,1,NULL,2018-06-29T00:00:00,2018-08-13T00:00:00,,79157.93
0A0001.008,2,added twp Mods,2017-11-01T00:00:00,2018-08-13T00:00:00,,158864.16
0A0001.008,3,NULL,2017-11-01T00:00:00,2018-08-13T00:00:00,,48753.38
0A0001.008,4,added two mods - ma,2017-11-01T00:00:00,2018-10-08T00:00:00,,159472.79
0A0001.008,5,NULL,NULL,NULL,,-7700.00
0A0001.012,0,NULL,2017-11-22T00:00:00,2018-06-30T00:00:00,,204911.00
0A0001.012,1,NULL,2017-11-22T00:00:00,2018-07-15T00:00:00,,3315.00
0B0001,0,NULL,2018-04-16T00:00:00,2023-04-15T00:00:00,,NULL
0B0001,1,Add Jared Deible as key personnel.,NULL,NULL,,NULL
0B0001,2,Administrative mod to change the DUNS from NW Resource Partners to NW Research Partnership JV,NULL,NULL,,NULL
0B0001,3,"Change Contracting Officer, Change proposal submission of task orders and evaluation criteria, Change the contract period of performance  to a base and option years.",2018-04-16T00:00:00,2019-04-15T00:00:00,,NULL
0B0001,4,"Exercise option period 1.  Extend the period of performance to 4/15/2020. Increase max order quantity by $2,000,000 per year.  ",2018-04-16T00:00:00,2020-04-15T00:00:00,,NULL
0B0001,5,Administrative Modification.  Change Contracting Officer.,NULL,NULL,,NULL
0B0001.001,0,NULL,2018-09-29T00:00:00,2023-09-28T00:00:00,,1300000.00
0B0001.001,1,Administrative modification to change DUNS from NW Resource Partners to NW Resource Partnership.,NULL,NULL,,NULL
0B0001.001,2,Administrative modification to change COR.,NULL,NULL,,NULL
0C0001,0,NULL,NULL,NULL,,NULL
0C0002,0,NULL,2018-09-28T00:00:00,2018-11-30T00:00:00,,46391.00
0F0001,0,NULL,2018-12-11T00:00:00,2021-12-10T00:00:00,,NULL
0F0001,1,Mod 1 is a no cost administrative mod to correct the FSC code.,NULL,NULL,,NULL
0F0001.099,0,"Minimum Guarantee of $2,500.00 if no Task Orders are won.",2018-12-11T00:00:00,2021-12-10T00:00:00,,2500.00
0G0001,0,NULL,2018-11-02T00:00:00,2023-11-01T00:00:00,,NULL
0G0001.001,0,NULL,2019-06-11T00:00:00,2020-09-30T00:00:00,,2360822.00
0N0001,0,NULL,2013-10-07T00:00:00,2015-10-06T00:00:00,,NULL
0N0001,4,"P0004 - EXERCISE OPTION  1.    The purpose of this modification is to exercise the option to extend services in accordance   with FAR Clause 52.217-8.  2.    Option period 3 is extended for six months from 07 October 2018 to 06 April 2019.  The CLIN   values remain the current contract rates as required by FAR Clause 52.217-8.  As a result, the   total contract capacity remains  $200,000,000.00.  3.    All other terms and conditions are unchanged.  ",2018-10-07T00:00:00,2019-04-06T00:00:00,,NULL
0N0001,P00003,NULL,NULL,NULL,,NULL
0N0001,P0002,"Exercise Option Year 2, increased capacity to $160,000,000.00",2013-10-07T00:00:00,2017-10-06T00:00:00,,NULL
0N0001.002,0,NULL,2015-09-29T00:00:00,2016-10-23T00:00:00,,1562073.00
0N0001.002,1,NULL,2015-09-29T00:00:00,2017-01-26T00:00:00,,145404.00
0N0001.002,2,Can't locate original File. Difference of funding split between mod 2 and 3.,NULL,NULL,,NULL
0N0001.002,3,Can't locate original file.,NULL,NULL,,59181.00
0N0001.002,4,NULL,2016-12-15T00:00:00,2017-04-21T00:00:00,,12432.00
0N0001.002,5,NULL,2015-09-29T00:00:00,2017-11-30T00:00:00,,251470.00
0N0001.002,6,POP Extension due to weather days. No cost mod.,2015-09-29T00:00:00,2018-01-03T00:00:00,,NULL
0N0001.002,7,NULL,2015-09-29T00:00:00,2018-03-31T00:00:00,,NULL
0N0001.002,8,"The purpose of this modification is to extend the period of performance to 30 JUNE 2019 at no additional cost, in order to resolve a possible design/construction defect of the ACP lane taper, to process final payment, and to close out of the task order.  These adjustments are an accord, satisfaction, and constitute compensation in full on behalf of the contractor and its subcontractors and suppliers, and/or for all costs and markups directly or in directly attributed to the changes ordered herein, and for any delays caused by the Government prior to the execution of this modification.  All other terms and conditions remain unchanged",2015-09-29T00:00:00,2019-06-30T00:00:00,,NULL
0N0001.003,0,NULL,2016-09-30T00:00:00,2017-08-16T00:00:00,,518722.00
0N0001.004,0,Period of performance is within 10 days after Notice To Proceed and 280 to complete.,NULL,NULL,,97755.05
0N0001.004,0-NTP,Notice to Proceed.,NULL,NULL,,NULL
0N0001.004,1,NULL,2017-09-22T00:00:00,2018-09-29T00:00:00,,24975.65
0N0001.004,2,NULL,2018-09-29T00:00:00,2019-06-30T00:00:00,,34385.29
0N0001.004,3,NULL,2018-09-29T00:00:00,2019-09-30T00:00:00,,1701.00
0N0001.005,0,New Task Order.,2017-09-23T00:00:00,2017-12-29T00:00:00,,149876.29
0N0001.006,0,NULL,2018-08-13T00:00:00,2019-08-12T00:00:00,,1331989.31
0N0001.006,0-NTP,NULL,NULL,NULL,,NULL
0N0001.007,0,NULL,2019-04-05T00:00:00,2020-04-04T00:00:00,,3386620.00
0N001.002,0,NULL,2015-09-29T00:00:00,2016-10-23T00:00:00,,1562073.00
0N001.002,1,NULL,NULL,NULL,,145404.00
0N001.002,2,adds funding to FT. AP Hill Clin 0006,2015-09-29T00:00:00,2017-01-26T00:00:00,,18706.00
0N001.002,3,Adds funding to Clin 0007,2015-09-29T00:00:00,2017-04-21T00:00:00,,40475.00
0N001.002,4,Adds funding for Clin 0008,NULL,NULL,,12432.00
0N001.002,5,"Adds $87,470.00 to Clin 0009 and adds $164,000.00 to Clin 0010",2015-09-29T00:00:00,2017-11-30T00:00:00,,251470.00
0N001.002,6,"1.   The purpose of this modification is to extend the period of performance date from 30 November   20 l7 to 03 January 2018.  The POP change for this project is associated with weather delays and   should be considered as this is an uncontrollable event.  2.   This is no cost associated with this extension and the nature of the work is not being   changed.  3.   The total amount of weather day per the contractor is 51.  Therefore, the contractor is   requesting a POP extension of 23 work days and the government agrees this is reasonable.  ",2017-11-30T00:00:00,2018-01-03T00:00:00,,NULL
0N001.002,7,"The purpose of this modification is to extend the period of performance to March 31, 2018. ",2017-09-29T00:00:00,2018-03-31T00:00:00,,NULL
0N001.999,0,NULL,2013-10-07T00:00:00,2015-10-06T00:00:00,,NULL
0R0001,0,Authorized funding through Option Year 2,2014-12-12T00:00:00,2017-12-14T00:00:00,,21094221.89
0R0001,10,Award Fee for 6/15/17 - 12/14/17,NULL,NULL,,105187.61
0R0001,11,Award fee for period 12/15/17 - 6/14/2018.,NULL,NULL,,90345.24
0R0001,12,"Funding for additional 1750 eLOMA cases, PM and SME support.",NULL,NULL,,314232.69
0R0001,13,Change CO and Contract Specialist.,NULL,NULL,,NULL
0R0001,14,"Exercise option year 4, add funding, increase ceiling.",2014-12-12T00:00:00,2019-12-14T00:00:00,,5305173.68
0R0001,15,Award Fee for CLIN 4002.,NULL,NULL,,88928.35
0R0001,16,Funding increase  ,NULL,NULL,,281695.25
0R0001,17,Realignment of funds.,NULL,NULL,,NULL
0R0001,18,Award fee for 12/18 - 6/19.,NULL,NULL,,100300.00
0R0001,9,Funding obligation for Option Year 3.,2014-12-12T00:00:00,2018-12-14T00:00:00,,5342193.23
100001,NULL,NULL,NULL,NULL,,NULL
100002,0,NULL,2017-03-23T00:00:00,2018-01-20T00:00:00,,113594.00
100003,NULL,NULL,2017-02-01T00:00:00,2018-01-31T00:00:00,,NULL
100003,001,NULL,2018-02-01T00:00:00,2019-01-31T00:00:00,,NULL
100003,002,NULL,2019-02-01T00:00:00,2020-01-31T00:00:00,,NULL
100003.107,BTO,NULL,2017-08-31T00:00:00,2018-03-26T00:00:00,,536827.61
100003.107,PTO,NULL,2017-06-22T00:00:00,2017-07-10T00:00:00,,4500.00
100003.110,BTO,NULL,2017-09-15T00:00:00,2018-09-28T00:00:00,,760941.65
100003.110,P00001,MOD 01 reduced funding and added time,2017-09-15T00:00:00,2018-10-01T00:00:00,,-24104.16
100003.110,P00002,MOD 00002 Added funding,NULL,NULL,,13758.77
100003.110,PTO,NULL,2017-06-22T00:00:00,2017-07-10T00:00:00,,4500.00
100003.112,BTO,NULL,2017-09-15T00:00:00,2018-08-07T00:00:00,,471924.19
100003.112,P00001,BTO MOD 01 - Extended POP Date,2017-09-15T00:00:00,2018-10-22T00:00:00,,NULL
100003.112,P00002,BTO MOD 02 - Time Extension,2017-09-15T00:00:00,2019-07-01T00:00:00,,NULL
100003.112,PTO,NULL,2017-06-26T00:00:00,2017-07-13T00:00:00,,4500.00
100003.114,BTO,NULL,2017-08-15T00:00:00,2018-01-26T00:00:00,,244756.87
100003.114,P00001,NULL,2017-09-13T00:00:00,2018-04-19T00:00:00,,NULL
100003.114,PTO,NULL,2017-06-26T00:00:00,2017-07-13T00:00:00,,4500.00
100003.115,BTO,NULL,2017-08-23T00:00:00,2018-06-28T00:00:00,,115306.85
100003.115,P0002,NULL,2018-03-22T00:00:00,2018-06-25T00:00:00,,3072.22
100003.115,PTO,NULL,2017-07-12T00:00:00,2017-07-27T00:00:00,,4500.00
100003.117,BTO,NULL,2017-09-19T00:00:00,2018-02-05T00:00:00,,131419.43
100003.117,P00001,MOD added time to the POP,2017-09-19T00:00:00,2018-02-26T00:00:00,,NULL
100003.117,P00002,MOD added time to the POP,2017-09-19T00:00:00,2018-08-15T00:00:00,,NULL
100003.117,P00003,"MOD added funding only, no extra time.",NULL,NULL,,40118.43
100003.117,P00004,MOD 04 added time to POP,2017-09-19T00:00:00,2018-09-03T00:00:00,,NULL
100003.117,PTO,NULL,2017-08-11T00:00:00,2017-08-21T00:00:00,,4500.00
100003.118,BTO,NULL,2017-09-28T00:00:00,2018-08-20T00:00:00,,38053.20
100003.118,PTO,NULL,2017-09-12T00:00:00,2017-09-12T00:00:00,,4500.00
100003.119,BTO,NULL,2017-09-18T00:00:00,2018-06-07T00:00:00,,380418.25
100003.119,P00001,MOD Was to correct a typo error on the initial award,NULL,NULL,,NULL
100003.119,P00002,Administrative MOD to incorporate SOO dated 7 Nov 2017.,NULL,NULL,,NULL
100003.119,PTO,NULL,2017-08-11T00:00:00,2017-08-21T00:00:00,,4500.00
100003.120,BTO,NULL,2017-08-31T00:00:00,2018-06-25T00:00:00,,264720.97
100003.120,P00001,Administrative MOD.  CLIN 0001 AND CLIN 0002 removed and replaced with CLIN 003 & 004 to correct LOAs,NULL,NULL,,NULL
100003.120,PTO,NULL,2017-07-28T00:00:00,2017-08-11T00:00:00,,4500.00
100003.126,BTO,NULL,2017-09-15T00:00:00,2018-02-05T00:00:00,,256077.92
100003.127,BTO,NULL,2017-12-08T00:00:00,2017-12-27T00:00:00,,105663.75
100003.127,P00001,MOD was to incorporate revised SOO dated 12/15/2017 which includes a POP increase from 20 days to 22 days,2017-12-08T00:00:00,2017-12-29T00:00:00,,NULL
100003.127,P00002,Administrative MOD to update the Ship To address code from F1U3C7 to F1U3TR,NULL,NULL,,NULL
100003.127,PTO,NULL,2017-12-01T00:00:00,2017-12-05T00:00:00,,4500.00
100003.128,NULL,No PTO.  Completion date will be updated once the NTP is received from Contracting.,NULL,NULL,,29859.59
100003.129,BTO,BTO Awarded under TO FA500417DC001-FA500418FA008,2018-07-11T00:00:00,2019-02-25T00:00:00,,662448.94
100003.129,P00001,MOD updated POP Date,2018-07-11T00:00:00,2019-09-30T00:00:00,,NULL
100003.129,P00002,MOD Added Funding,NULL,NULL,,48360.32
100003.129,P00003,MOD Added Time,2018-07-11T00:00:00,2019-11-15T00:00:00,,NULL
100003.129,P00004,"MOD corrected CLIN information.  CLIN0002 created for the 48,360.32 MOD 02 funding",NULL,NULL,,NULL
100003.129,P00005,"No cost, No time Modification to incorporate updated SOO V2.0 29.7.19 and final drawings.  SOO captures the suggested design changes made by SMC for a seperate evaporation trench in approved RFI#7",NULL,NULL,,NULL
100003.129,P00006,MOD adds CLIN 0003 with additional funding for soil remediation,NULL,NULL,,309874.16
100003.129,PTO,Planning Task Order Awarded for RFP  PTO Award Number is FA500417DC001-18FC010,2018-04-03T00:00:00,2018-04-17T00:00:00,,4500.00
100003.130,BTO,BTO Awarded under Contract number FA5004-17-D-C001-FA500418FA026,2018-07-27T00:00:00,2019-08-28T00:00:00,,946615.91
100003.130,P00001,Administrative MOD.  Changed  CLIN where funding is.  No other changes.  No POP or funding amount change.,NULL,NULL,,NULL
100003.130,P00001,NULL,2018-08-10T00:00:00,2019-08-22T00:00:00,,18753.46
100003.130,P0002,MOD Extended POP Date,2018-08-10T00:00:00,2019-09-30T00:00:00,,NULL
100003.130,PTO,PTO Awarded to pay for Proposal Preparations  FA5004-17-D-C-001-FA500418FC035,2018-04-25T00:00:00,2018-05-09T00:00:00,,4500.00
100003.131,NULL,Completion date is just an estimate. Will be updated once NTP is received from Contracting.,2018-06-04T00:00:00,2018-09-15T00:00:00,,81283.64
100003.132,BTO,POP is an estimate.  Dates will change when NTP is issued.  Will update when available.  ,2018-08-08T00:00:00,2018-12-04T00:00:00,,35851.02
100003.132,PTO,PTO Awarded,2018-07-10T00:00:00,2018-07-30T00:00:00,,4500.00
100003.133,NULL,PTO Awarded for Planning,2018-07-13T00:00:00,2018-07-23T00:00:00,,4500.00
100003.133,BTO,NULL,2018-09-06T00:00:00,2019-01-23T00:00:00,,137158.11
100003.133,P00001,NULL,2018-09-13T00:00:00,2019-02-01T00:00:00,,NULL
100003.134,NULL,"Under 150k, payment bonds only",2018-07-13T00:00:00,2018-12-05T00:00:00,,58524.48
100003.135,BTO,NULL,2019-01-11T00:00:00,2019-09-23T00:00:00,,523662.35
100003.135,P00001,"No-Cost, No-Time modification that addresses the differing site conditions encountered at subject work site.  Incorporated SOO v3 07 Aug 19 that allows for 650 LF of driven posts",NULL,NULL,,NULL
100003.135,P00002,MOD updated pay office only,NULL,NULL,,NULL
100003.135,P00003,MOD updated POP Date,2019-01-11T00:00:00,2020-06-30T00:00:00,,NULL
100003.135,PTO,PTO - Planning Task Order,2018-07-26T00:00:00,2018-08-09T00:00:00,,4500.00
100003.136,BTO,Waiting on NTP.  CONS will issue once Bond has been received,2018-09-17T00:00:00,2019-01-28T00:00:00,,80547.50
100003.136,P00001,"MOD 01, PoP Extension",2018-09-14T00:00:00,2019-02-15T00:00:00,,NULL
100003.136,P00002,"MOD 02, PoP Extension",2018-09-14T00:00:00,2019-03-29T00:00:00,,NULL
100003.136,P0003,NULL,2018-09-14T00:00:00,2019-06-28T00:00:00,,112604.84
100003.136,PTO,NULL,2018-08-06T00:00:00,2018-08-17T00:00:00,,4500.00
100003.137,CANX,Project was Cancelled by the client since the Non Pre-Priced items was 81% and exceeded the 15% allowed by the SABER contract.,NULL,NULL,,NULL
100003.137,PTO,Planning Task Order Award under TO 18FA039,2018-08-06T00:00:00,2018-08-17T00:00:00,,4500.00
100003.137,PTOMOD01,PTO MOD extended when the proposal is due,2018-08-06T00:00:00,2018-08-24T00:00:00,,NULL
100003.138,NULL,NULL,2018-06-27T00:00:00,2018-08-21T00:00:00,,4500.00
100003.138,BTO,POP Dates will change once NTP is issued from Contracting.  NTP is issued after receipt of Bonds,2018-08-22T00:00:00,2018-10-26T00:00:00,,57147.34
100003.139,BTO,"Project was funded and awarded, no PTO issued. POP will be updated once NTP is received.",2018-08-22T00:00:00,2019-08-30T00:00:00,,181301.22
100003.140,PTO,PTO Award,2018-08-09T00:00:00,2018-08-23T00:00:00,,4500.00
100003.141,BTO,NULL,2018-09-17T00:00:00,2019-05-14T00:00:00,,89166.34
100003.141,P00001,MOD 01 Via CLIN 002. Increased funding and time.,2018-09-17T00:00:00,2019-11-06T00:00:00,,34098.18
100003.141,PTO,Planning Task Order,2018-08-18T00:00:00,2018-08-31T00:00:00,,4500.00
100003.142,BTO,BTO Award number is FA500418FA049  NTP will be added when it has been issued by Contracting,2018-08-21T00:00:00,2019-04-04T00:00:00,,137376.10
100003.142,P00001,NULL,2018-09-24T00:00:00,2019-07-31T00:00:00,,NULL
100003.142,P00002,NULL,2018-09-24T00:00:00,2019-07-31T00:00:00,,4149.45
100003.142,PTO,PTO Award number is FA500418FA050,2018-08-20T00:00:00,2018-08-30T00:00:00,,4500.00
100003.143,BTO,NULL,2018-09-06T00:00:00,2019-08-22T00:00:00,,336140.38
100003.143,P00001,MOD updated POPYep,2018-09-20T00:00:00,2019-09-30T00:00:00,,NULL
100003.143,P00002,MOD reduces funding to CLIN 0001,NULL,NULL,,-38585.38
100003.143,PTO,PTO is dated 7/19/2018 but was not sent/issued by Contracting Office until 8/22/2018  PTO being awarded for proposal submittal,2018-07-19T00:00:00,2018-08-06T00:00:00,,4500.00
100003.144,BTO,NULL,2018-09-28T00:00:00,2019-02-12T00:00:00,,17541.18
100003.144,PTO,NULL,2018-09-06T00:00:00,2018-06-20T00:00:00,,4500.00
100003.145,BTO,POP will be updated and NTP will be uploaded when available,2018-09-14T00:00:00,2019-01-28T00:00:00,,98578.18
100003.145,P00001,MOD extended POP date,2018-09-14T00:00:00,2019-03-08T00:00:00,,NULL
100003.145,P0002,NULL,2018-09-14T00:00:00,2019-03-08T00:00:00,,-9842.18
