Status,Contract Number,Task Order Number,Project Number,IsIDIQ,IsTaskOrder,IsPrime,Subcontract Number,Org ID,Title,Description,Award Amount,Funded Amount,POP Start,POP End,Contract Country,Contract State,NAICS,PSC,CPAR eligible?,Quality Level,Acquisition Type,Competition,Contract Type,Currency,Billing Address,Billing Frequency,G&A %,OH %,Fee %,Invoice Submission Method,Payment Terms,Applicable Wage Determination,Billing Formula,Revenue Formula,Revenue Recognition EAC %,Onsite OH,Offsite OH,Contract Rep,Project Controls Rep,Project Manager,Accounting Rep,Awarding Agency,Award Agency Contract Representative,Awarding Agency Technical Representative,Funding Agency,Funding Agency Contract Representative,Funding Agency Technical Representative,Human Resources Rep,Action,Purchasing Rep,Subcontract Rep
Active,FA460018FAC18,18.03,090032.018.03,0,1,1,,09.20.31,"SGBP 00-0017, Repair Exterior B60",,529567,529567,2018-10-15T00:00:00,2019-05-03T00:00:00,USA,NE,236220,,N,2,HUBZone,Competed,Cost Plus Fixed Fee,,"WAWF Pg 6
Pay Official DoDAAC F87700
Issue By DoDAAC FA4600
Admin DoDAAC FA4600
Inspect By DoDAAC FA4600
Ship To Code FA4600
Ship From Code ____
Mark For Code ____
Service Approver (DoDAAC) ____
Service Acceptor (DoDAAC) FA4600
Accept at Other DoDAAC ____
LPO DoDAAC ____
DCAA Auditor DoDAAC ____
Other DoDAAC(s) ____",,,,,,,,,,,,,4630,3593,4410,4324,,,,,,,,Add,,
Inactive,FA4861-18-F-A127,18.46,090036.018.46,0,1,1,,09.10.20,A127 – DESIGN – Repair Interior for System Furniture Building 812   (RKMF 18-0127) ,,2500,2500,2018-08-23T00:00:00,2018-09-05T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 10-11  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA ; Ship To Code F3GHFA; Service Approver (DoDAAC) F3GHFA; Service Acceptor (DoDAAC) F3GHFA– email notifications QUEEN.PATRICK@US.AF.MIL",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Active,W912DY18F0555,6,0N0001.006,0,1,1,,0N.01.01,"Ft. Rucker, Install Handheld AIE-13 Infrastructure, FY18",,1331989.31,1331989.31,2018-08-13T00:00:00,2019-08-12T00:00:00,USA,AL,236210,,Y,1,Small Disadvantaged Business,Competed,Firm Fixed Price,USD,"FDInvoice@usace.army.mil 
Page 24 of 101 of the Prime IDIQ, Project number N001.
",,,,9.5,,,Davis Bacon Act,,,,,,4380,4497,4175,4133,,,,,,,,Add,,
Inactive,70Z08718CPJT25800,,60032,0,0,1,,06.50.02,Repair of Tank 168,,764868.29,764868.29,2018-08-16T00:00:00,2018-12-21T00:00:00,USA,AK,237120,,Y,1,8(a),Non-Competed,Firm Fixed Price,USD,"Commercial Invoices
U.S. Coast Guard Finance Center
1430A Kristina Way
Chesapeake, VA 23326",,,,9,,,Service Contract Act,,,,,56.92,4751,5284,60,4324,,,,,,,,Add,,
Inactive,L17PC00072,500.06,040111.500.06,0,1,1,140L1218F0052,04.10.99,Quail Mine Road,,45556.2,45556.2,2018-08-13T00:00:00,2018-12-31T00:00:00,USA,CA,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,USD,IPP System,,,,8,,,Service Contract Act,,,,,,41,4031,152,4324,,,,,,,,Add,,
Inactive,L17PC0072,100.03,040111.100.03,0,1,1,NA,04.20.99,Biohazard Cleanup - Dead Body,,1611.24,1611.24,2018-08-10T00:00:00,2018-12-31T00:00:00,USA,ID,562910,,N,2,8(a),Non-Competed,Fixed Unit Price,,Credit Card,,,,8,,,Service Contract Act,,,,,,41,145,152,4324,,,,,,,,Add,,
Active,394937,1,30354.001,0,0,1,394937,03.10.99,City of Las Vegas Hay Barn,,5820,5820,2018-07-30T00:00:00,2018-09-30T00:00:00,USA,NV,541620,,N,2,Unrestricted,Competed,Firm Fixed Price,,"495 S. Main St 4th Floor
Las Vegas, NV  89101",,,,8,,,,,,,,,4034,145,4322,4982,,,,,,,,Add,,
Inactive,,1,30355.001,0,0,1,,03.20.01,NEPA Synopsis Support for DOE ID,,2458.4,2458.4,2018-08-20T00:00:00,2018-08-24T00:00:00,USA,ID,541620,,N,2,Unrestricted,Non-Competed,Time and Materials,USD,Via email to stikebm@id.doe.gov,,,,,,,,,,,,,4034,145,4034,4133,,,,,,,,Add,,
Active,L14PC00105,86,30130.086,0,0,1,140L0618F0200,03.20.01,DO 86 NIFC Campus Fall Protection,,3245,3245,2018-09-10T00:00:00,2019-03-18T00:00:00,USA,ID,541330,,N,2,Unrestricted,Competed,Cost Reimbursement,USD,www.ipp.gov,,,,,,,,,,,,,4158,145,89,4133,,,,,,,,Add,,
Inactive,L17PC00072,100.04,040111.100.04,0,1,1,NA,04.20.99,Asbestos Tile Dumpsite,,1595.4,1595.4,2018-08-17T00:00:00,2018-08-31T00:00:00,USA,ID,562910,,N,2,8(a),Non-Competed,Fixed Unit Price,,Credit Card,,,,8,,,Service Contract Act,,,,,,41,145,113,4324,,,,,,,,Add,,
Active,FA4861-18-F-A123,18.47,090036.018.47,0,1,1,,09.10.20,A123 – Install Security Cameras at Buildings 792-795   (RKMF 18-0117) ,,740917.64,740917.64,2018-11-20T00:00:00,2019-06-18T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 8-9  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA ;– email notifications  patrick.mock.1@us.af.mil    ",,,,8,,,Davis Bacon Act,,,,,,4657,5443,4824,4324,,,,,,,,Add,,
Inactive,L17PC00072,500.07,040111.500.07,0,1,1,140L1218F0071,04.10.99,2018 Desert Trash Cleanup IDIQ,,209999.98,209999.98,2018-08-20T00:00:00,2019-03-31T00:00:00,USA,CA,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,USD,IPP System,,,,8,,,Service Contract Act,,,,,,41,4031,152,4324,,,,,,,4049,Add,4449,
Active,18-0139,89,90004.089,0,1,1,,09.50.02,UAA BOC 199 SBDC Cubicle Reconfiguration,,6650,6650,2018-06-28T00:00:00,2018-08-15T00:00:00,USA,AK,236220,,N,,Unrestricted,Non-Competed,Time and Materials,,,,,,,,,,,,,,,4751,4681,4628,4605,,,,,,,,Add,,
Active,,,30356,0,0,0,N/A,03.30.99,Phase I Archaeological Survey - Clay County Jail,,3400,3400,2018-08-20T00:00:00,2018-12-31T00:00:00,USA,TN,0,,N,,Unrestricted,Competed,Firm Fixed Price,,,,,,8,,,,,,,,,4523,4497,4885,4767,,,,,,,,Add,,
Active,,,30360,0,0,1,F17AC00109,03.30.99,Invasive Species Management Plan for JB CHS Weapons,,41722,41722,2018-08-21T00:00:00,2018-11-19T00:00:00,USA,SC,541620,,N,,Unrestricted,Competed,Firm Fixed Price,USD,,,,,8,,,,,,,,,4523,4497,124,4767,,,,,,,,Add,,
Active,FA5004-17-D-C001-FA500418FA089,141,100003.141,0,1,1,,10.50.02,Repair Man Hole #507 (FTQW 18-2408),,4500,127764.52,2018-09-17T00:00:00,2019-11-06T00:00:00,USA,AK,236220,,Y,,8(a),Non-Competed,Firm Fixed Price,USD,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,5284,4782,4605,,,,,,,,Add,,
Active,FA5004-17-D-C001-FA500418FA049,142,100003.142,0,1,1,,10.50.02,"Replace MUNS Furnace, B1326 (FTQW 17-2409)",,4500,146025.55,2018-09-24T00:00:00,2019-07-31T00:00:00,USA,AK,236220,,Y,,8(a),Non-Competed,Firm Fixed Price,USD,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,5284,4782,4605,,,,,,,,Add,,
Inactive,L17PC00024,120.01,040093.120.01,0,1,1,140L0618F0156,04.10.99,Cline Buttes Oil Dumpsites,,45536.36,45536.36,2018-07-30T00:00:00,2018-12-21T00:00:00,USA,OR,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,,IPP System,,,,8,,,Davis Bacon Act,,,,,,41,145,152,4324,,,,,,,,Add,,
Active,FA5004-17-D-C-0001-FA500418FA071,143,100003.143,0,1,1,,10.50.02,"Repair Structural Fire Trainer, B4329 (FTQW 18-2405)",,4500,340640.38,2018-09-06T00:00:00,2019-08-22T00:00:00,USA,AK,236220,,Y,,8(a),Non-Competed,Firm Fixed Price,,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,5284,4782,4605,,,,,,,,Add,,
Active,,,30358,0,0,1,,03.10.99,BLM Antares Road Survey,,4550,4550,2018-08-23T00:00:00,2018-09-28T00:00:00,USA,AZ,541620,,N,2,Unrestricted,Non-Competed,Firm Fixed Price,,"3141 Beach View Court
Las Vegas, NV  89117",,,,8,,,,,,,,,4034,145,4479,4982,,,,,,,,Add,,
Inactive,FA4861-18-F-A130,18.48,090036.018.48,0,1,1,,09.10.20,18FA130 – Repair BX Security Screen Building 431   (RKMF 18-0032) ,,67278.53,67278.53,2018-09-20T00:00:00,2018-12-04T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 8-9  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA ;– email notifications  patrick.mock.1@us.af.mil    ",,,,8,,,Davis Bacon Act,,,,,,4657,4866,5064,4324,,,,,,,,Add,,
Inactive,FA4861-18-F-A119,18.49,090036.018.49,0,1,1,,09.10.20,18FA119 – DESIGN Replace Roof & Renovate Building 47   (RKMF 15-0064) ,,7750,7750,2018-08-27T00:00:00,2018-09-30T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 16-17  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA ;– email notifications Srdjan.anic@us.af.mil",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Inactive,L17PC00072,600.07,040111.600.07,0,1,1,140L3918F0157,04.10.99,Sonoma MJ Grow Removal,,36846.2,36846.2,2018-08-23T00:00:00,2019-08-31T00:00:00,USA,NV,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,145,152,4324,,,,,,,,Add,,
Active,L14PC00105,85,30130.085,0,0,1,140L0618F0202,03.20.01,DO #85 SI CASHE HAVC Condition Assessments,,59943,59943,2018-08-21T00:00:00,2019-03-15T00:00:00,USA,ID,541330,,Y,2,Unrestricted,Competed,Firm Fixed Price,USD,www.ipp.gov,,,,10,,,,,,,,,4158,145,89,4133,,,,,,,,Add,,
Active,L14PC00105,87,30130.087,0,0,1,140L0618F0211,03.20.01,DO 87 Three Creeks Water Right Assessment,,34241,34241,2018-09-04T00:00:00,2019-09-25T00:00:00,USA,ID,541330,,Y,2,Unrestricted,Competed,Firm Fixed Price,USD,www.ipp.gov,,,,10,,,,,,,,,4158,145,89,4133,,,,,,,,Add,,
Inactive,18-0052,26,90004.026,0,1,0,,09.50.02,UAA ARTS Regulatory Compliance,,40000,40000,2018-05-08T00:00:00,2018-04-01T00:00:00,USA,AK,236220,,N,,Unrestricted,,Time and Materials,USD,,,,,,,,,,,,,,4751,4681,4628,4605,,,,,,,,Add,,
Active,,,30367,0,0,0,,03.10.99,Himes Cable One,,5000,5000,2018-08-23T00:00:00,2018-10-31T00:00:00,USA,AZ,541620,,N,2,Unrestricted,Non-Competed,Firm Fixed Price,,"3301 West Genoa Way
Chandler, AZ  85226",,,,8,,,,,,,,,4034,145,4479,4982,,,,,,,,Add,,
Active,C030361,,30361,0,0,0,C030361,03.10.99,Tonopah Library Master Plan,,3500,3500,2018-08-24T00:00:00,2018-12-31T00:00:00,USA,NV,541620,,N,2,Unrestricted,Non-Competed,Time and Materials,,"1200 South 4th Street, Suite 206
Las Vegas, NV  89104",,,,,,,,,,,,,4034,145,4322,4982,,,,,,,,Add,,
Active,FA5000-15-D-0007-FA500018F0040,3.05,090024.003.05,0,1,1,,09.50.02,"Renovate 2nd Floor SFS, B8515 (FXSB 18-1260)",,109031.74,109031.74,2018-08-22T00:00:00,2019-03-11T00:00:00,USA,AK,236210,,Y,,HUBZone,Non-Competed,Firm Fixed Price,,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,4681,4588,4605,,,,,,,4631,Add,4449,
Active,140P8008P0097,,30362,0,0,1,140P8008P0097,03.10.99,Evaluation of Structures & Sites,,169250,169250,2018-08-23T00:00:00,2023-06-23T00:00:00,USA,NV,541720,,N,2,Small Business,Competed,Firm Fixed Price,USD,IPP,,,,8,,,,,,,,,4034,4866,3456,4982,,,,,,,,Add,,
Inactive,L17PC00072,400.03,040111.400.03,0,1,1,TBD,04.20.99,Recluse Compressor Plant Demolition/Remediation,,0,0,2018-08-24T00:00:00,2019-12-31T00:00:00,USA,WY,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,USD,IPP System,,,,8,,,Service Contract Act,,,,,,41,4031,60,4324,,,,,,,,Add,,
Inactive,L17PC0072,400.04,040111.400.04,0,1,1,TBD,04.20.99,West Sussex Car Body Removal & Stream Bank Renovation,,0,0,2018-08-24T00:00:00,2019-12-31T00:00:00,USA,WY,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,145,60,4324,,,,,,,,Add,,
Active,L17PC00024,800.01,040093.800.01,0,1,1,140L1018F0017,04.20.99,Christensen Mine Closures,,254029.9,254029.9,2018-09-04T00:00:00,2019-09-30T00:00:00,USA,MT,237990,,Y,2,8(a),Non-Competed,Fixed Unit Price,USD,IPP System,,,,8,,,Davis Bacon Act,,,,,,41,4031,113,4324,,,,,,,,Add,,
Active,,,30364,0,0,0,24-18638,03.30.99,Phase I Archaeology Survey - Monroe County Airport,"NWRC will provide a Phase I Archaeology Survey and Report on the identified areas to be inspected as part of the NEPA process. The area is estimated to be 4.5 acres. Services will include (but limited to) the construction of project base maps, the transfer of data from GPS devices onto project map and the plotting of any needed information on project maps.",4500,4500,2018-08-22T00:00:00,2018-12-31T00:00:00,USA,TN,0,,N,,Unrestricted,Competed,Firm Fixed Price,,,,,,8,,,,,,,,,4523,4497,4885,4767,,,,,,,,Add,,
Active,L17PC00072,130.03,040111.130.03,0,1,1,140L3018P0036,04.20.99,Shooting Range Surveys,,40252.15,40252.15,2018-08-30T00:00:00,2019-08-29T00:00:00,USA,NM,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,145,152,4324,,,,,,,,Add,,
Active,70Z08718CPJT30400,,100047,0,0,1,,10.50.02,"Rescue 21 Alaska: Replace PP's_Duke, Marmot and mount Robert Barron Islands",,3017465,3017465,2018-08-27T00:00:00,2019-09-26T00:00:00,USA,AK,236210,,Y,,8(a),Non-Competed,Firm Fixed Price,,"Commercial Invoices
U.S. Coast Guard Finance Center
1430A Kristina Way
Chesapeake, VA 23326",,,,,,,,,,,,,4527,4681,4715,4605,,,,,,,4631,Add,4449,
Inactive,L17PC00072,400.05,040111.400.05,0,1,1,NA,04.20.99,Worland Fire Retardant Sampling,,2500,2500,2018-08-28T00:00:00,2018-09-30T00:00:00,USA,WY,562910,,N,2,8(a),Non-Competed,Fixed Unit Price,,Credit Card Payment,,,,8,,,Service Contract Act,,,,,,41,145,60,4324,,,,,,,,Add,,
Active,L17PC00072,300.06,040111.300.06,0,1,1,140L1718F0017,04.20.99,BLM - Cleanup of Illegal Dumps in Colorado,,49980.54,49980.54,2018-09-04T00:00:00,2019-08-30T00:00:00,USA,CO,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,USD,IPP System,,,,8,,,Service Contract Act,,,,,,41,145,152,4324,,,,,,,,Add,,
Inactive,194927,4,70019.004,0,1,1,,07.10.01,"Support Mastr planning activities for Frenchman Flat, 6-6 and 6-15",Support master planning activities for Frenchman Flat,15454,15454,2018-07-26T00:00:00,2018-09-30T00:00:00,USA,ID,541330,,Y,2,8(a),Competed,Time and Materials,USD,,,,,,,,,,,,,,4489,145,89,4133,,,,,,,,Add,,
Active,L17PC00072,500.08,040111.500.08,0,1,1,140L1218F0089,04.10.99,Schwarz Reclamation,,160024.36,160024.36,2018-09-13T00:00:00,2019-09-28T00:00:00,USA,CA,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,4031,152,4324,,,,,,,,Add,,
Active,,,40141,0,0,0,743-JM,04.30.05,TVA Sheetrock,"NWCS will be a subcontractor for Hicks and Ingle Corporation at the TVA East Tower in Knoxville, TN. NWCS' scope includes: Remove drywall around water fountains, replace drywall around water fountains, and finish and paint drywall around water fountains.",15149.91,15149.91,2018-08-30T00:00:00,2018-10-30T00:00:00,USA,TN,0,,N,,Unrestricted,Competed,Firm Fixed Price,,,,,,8,,,,,,,,,4523,4497,820,4770,,,,,,,,Add,,
Active,FA252118C0021,,30365,0,0,1,,03.30.99,Environmental Services Contract for the Patrick Air Force Base/Cape Canaveral Air Force Station,,1661433.85,1661433.85,2018-09-01T00:00:00,2019-02-28T00:00:00,USA,FL,541620,,N,2,8(a),Non-Competed,Firm Fixed Price,USD,WAWF Contract Page 35 of 59,,,,8,,,Service Contract Act,,,,,,4523,4497,124,4767,,,,,,,,Add,,
Active,124D9018P0213,,30366,0,0,1,124D9018P0213,03.20.99,Cultural Resources for Millard & Juab Counties,Cultural Resources for Millard & Juab Counties,26518.11,26518.11,2018-09-01T00:00:00,2019-07-31T00:00:00,USA,UT,541620,,N,2,Unrestricted,Competed,Firm Fixed Price,USD,IPP,,,,8,,,Service Contract Act,,,,,,4034,145,4949,4982,,,,,,,,Add,,
Active,L14PC00105,82,30130.082,0,0,1,140L0618F0227,03.20.01,DO #82 Moab Fire Station Building,,210740,210740,2018-08-28T00:00:00,2019-03-26T00:00:00,USA,,541330,,Y,2,Unrestricted,Competed,Firm Fixed Price,USD,www.ipp.gov,,,,10,,,,,,,,,4158,145,89,4133,,,,,,,,Add,,
Active,L14PC00105,83,30130.083,0,0,0,140L0618F0228,03.20.01,DO# 83 Kane Gulch Visitor Contact Station Expansion,,68782,68782,2018-09-11T00:00:00,2019-05-29T00:00:00,USA,ID,541330,,Y,2,Unrestricted,Competed,Firm Fixed Price,,www.ipp.gov,,,,10,,,,,,,,,4158,145,89,4133,,,,,,,,Add,,
Inactive,FA4861-18-F-A144 ,18.5,090036.018.50,0,1,1,,09.10.20,18FA144 – Repair Building 554 Sewer Drain Phase 0 & 1   (RKMF 18-0122) ,,890519.76,890519.76,2018-09-01T00:00:00,2019-01-01T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 6-7  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA ;– email notifications garrett.silva@us.af.mil ",,,,8,,,Davis Bacon Act,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Active,FA4861-18-F-A145,18.51,090036.018.51,0,1,1,,09.10.20,18FA145 – Repair Building 554 Sewer Drain Phase 2 & 3   (RKMF 18-0122) ,,793362.89,793362.89,2018-09-01T00:00:00,2019-06-19T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,,"WAWF 'Wide Area Workflow"" pages 7-8  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA ;– email notifications garrett.silva@us.af.mil ",,,,8,,,Davis Bacon Act,,,,,,4657,5443,5154,4324,,,,,,,,Add,,
Inactive,n/a,3,90002.003,0,1,1,,09.50.02,Homer Post Office - Paint Exterior,,96939.88,91810.88,2018-08-29T00:00:00,2018-09-28T00:00:00,USA,AK,236220,,N,,HUBZone,Non-Competed,Firm Fixed Price,USD,email to client,,,,,,,Davis Bacon Act,,,,,,4527,4681,4628,4605,,,,,,,4631,Add,4449,
Active,700715476,0,30368,0,0,1,700715476,03.10.99,APS Knox to Santa Rosa,,6900,6900,2018-09-04T00:00:00,2019-03-29T00:00:00,USA,AZ,541620,,N,2,Unrestricted,Non-Competed,Firm Fixed Price,,"payables@aps.com
2 invoices, for $3450 shall be submitted; one upon completion of fieldwork and final invoice when final CatEx is submitted to BIA Pima Agency.",,,,8,,,,,,,,,4034,4866,4216,4324,,,,,,,,Add,,
Active,GS-10F-111BA,26,30131.026,0,0,1,140L5218F0065,03.20.99,Berger Butte Fire 2018 Cultural Resources Inventory,,40729,40729,2018-09-05T00:00:00,2019-04-30T00:00:00,USA,ID,541620,,N,2,Small Business,Competed,Firm Fixed Price,USD,IPP,,,,8,,,,,,,,,4034,4031,4236,4324,,,,,,,,Add,,
Inactive,L17PC00024,600.04,040093.600.04,0,1,1,140L3918F0169,04.10.99,Twin Buttes Mine Fence,,21045.66,21045.66,2018-08-30T00:00:00,2018-09-30T00:00:00,USA,NV,237990,,N,2,8(a),Non-Competed,Fixed Unit Price,USD,IPP System,,,,8,,,Davis Bacon Act,,,,,,41,145,113,4324,,,,,,,,Add,,
Active,394929,,30357,0,0,1,394929,03.10.99,City of Las Vegas On Call Services,,20000,20000,2018-08-01T00:00:00,2019-12-31T00:00:00,USA,NV,541620,,N,2,Unrestricted,Non-Competed,Fixed Unit Price,,"495 S. Main St.
Las Vegas, NV  89101",,,,8,,,,,,,,,4034,145,4322,4982,,,,,,,,Add,,
Inactive,L17PC00072,600.08,040111.600.08,0,1,1,140L3918F0174,04.10.99,Silver Springs Illegal Dumpsite Cleanup,,67014.62,67014.62,2018-09-05T00:00:00,2018-11-30T00:00:00,USA,NV,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,USD,IPP System,,,,8,,,Service Contract Act,,,,,,41,145,152,4324,,,,,,,,Add,,
Active,L17PC00024,500.11,040093.500.11,0,1,1,140L0618F0244,04.10.99,Spillway Channel Construction Buena Vista Mercury Mine Dam ,,196402.73,196402.73,2018-09-15T00:00:00,2019-04-15T00:00:00,USA,CA,237990,,Y,2,8(a),Non-Competed,Fixed Unit Price,USD,IPP system,,,,8,,,Davis Bacon Act,,,,,,41,4031,152,4324,,,,,,,,Add,,
Active,GS-10F-111BA,27,30131.027,0,0,1,140L2318F0011,03.20.99,Wagon Wheel West Trail Cultural Surveys,,86430,86430,2018-09-24T00:00:00,2019-07-30T00:00:00,USA,CO,541720,,N,2,Small Business,Competed,Firm Fixed Price,,IPP,,,,8,,,,,,,,,4034,4031,4236,4324,,,,,,,,Add,,
Active,W9124J18F0084,2,20121.002,0,1,1,,02.20.08,"Environmental Restoration at Ft. Bliss, TX Maneuver Area",,3924182.95,3924182.95,2018-09-05T00:00:00,2023-09-04T00:00:00,USA,TX,562910,,Y,1,Small Business,Competed,Firm Fixed Price,,WAWF,,,,5,,,Service Contract Act,,,,,,4523,4031,4741,4324,,,,,,,,Add,,
Inactive,,,40142,0,0,0,,04.10.18,teaming agreement in support of Sound Transit proposal,Teaming agreement for Sound Transit proposal,2930,2920,2018-09-07T00:00:00,2018-12-31T00:00:00,USA,WA,237990,,N,,Small Business,,Time and Materials,USD,,,,,,,,,,,,,,4489,,3699,4982,,,,,,,,Add,,
Active,N4425518F4387,6,90031.006,0,1,1,,09.10.30,"D-B-B Replacement of 2300 Volt System, Substation 45 and 87, NAS Bremerton",,3555905,3555905,2018-09-07T00:00:00,2019-09-17T00:00:00,USA,WA,236220,,Y,,HUBZone,Competed,Firm Fixed Price,,,,,,,,,,,,,,,4489,4866,4829,4605,,,,,,,4049,Add,4449,
Active,18-0104,92,90004.092,0,1,1,,09.50.02,UAA GHH Fuel Dispenser Replacement,,39347,39347,2018-08-08T00:00:00,2018-12-05T00:00:00,USA,AK,236220,,N,,Unrestricted,Non-Competed,Firm Fixed Price,USD,,,,,,,,,,,,,,4751,4681,4628,4605,,,,,,,,Add,,
Inactive,FA5004-17-D-C001-FA500418FA070,144,100003.144,0,1,1,,10.50.02,"Repair HVAC Ducting, B3110 (FTQW 18-2417)",,4500,22041.18,2018-09-28T00:00:00,2019-02-12T00:00:00,USA,AK,236210,,Y,,8(a),Non-Competed,Firm Fixed Price,USD,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,4681,4782,4605,,,,,,,,Add,,
Inactive,19-0004,93,90004.093,0,1,1,,09.50.02,UAA SSB 120A Replace Flooring,,7396,7396,2018-08-09T00:00:00,2019-01-01T00:00:00,USA,AK,236220,,N,,Unrestricted,Non-Competed,Firm Fixed Price,USD,,,,,,,,,,,,,,4751,4681,4628,4605,,,,,,,,Add,,
Active,L17PC00024,110.02,040093.110.02,0,1,1,140L0618F0245,04.10.99,Turn Point Light Station  CERCLA Response,,1102138.78,1102138.78,2018-09-24T00:00:00,2019-09-23T00:00:00,USA,WA,237990,,Y,2,8(a),Non-Competed,Fixed Unit Price,,IPP System,,,,8,,,Davis Bacon Act,,,,,,41,4031,431,4133,,,,,,,,Add,,
Inactive,L17PC00072,100.05,040111.100.05,0,1,1,140L2518F0021,04.20.99,Wolverine Canyon Illegal Structure Removal,,9850.91,9850.91,2018-09-12T00:00:00,2018-10-31T00:00:00,USA,ID,562910,,Y,2,8(a),Competed,Fixed Unit Price,,IPP System,,,,8,,,Service Contract Act,,,,,,4657,145,152,4324,,,,,,,,Add,,
Inactive,F15PC00081-140F0718F0059,3,90029.003,0,1,0,,09.50.02,"Bunkhouse 13 Flooring, Cold Bay ",Demo existing carpet and linoleum flooring and install new carpet and linoleum flooring throughout bunkhouse #13.,36888,39018,2018-09-11T00:00:00,2019-02-28T00:00:00,USA,AK,236220,,N,,,,Firm Fixed Price,USD,http://www.ipp.gov,,,,,,,Davis Bacon Act,,,,,,4527,4681,4628,4605,,,,,,,4631,Add,4449,
Inactive,L17PC00024,100.03,040093.100.03,0,1,1,140L2618F0019,04.20.99,Nabob Millsite Regrading and Capping,,46884.44,46884.44,2018-09-21T00:00:00,2018-11-15T00:00:00,USA,ID,237990,,Y,2,8(a),Competed,Fixed Unit Price,,IPP System,,,,8,,,Davis Bacon Act,,,,,,41,145,431,4133,,,,,,,,Add,,
Active,GS-10F-111BA,28,30131.028,0,0,1,140L5218F0068,03.20.99,Dog Creek Fire 2018 Emergency Stabilization and Regabilitation (ESR) Cultural Resources Inventory,,259069.92,259069.92,2018-09-12T00:00:00,2019-07-15T00:00:00,USA,ID,541620,,N,2,Small Business,Competed,Firm Fixed Price,USD,IPP,,,,8,,,,,,,,,4034,4031,4236,4324,,,,,,,,Add,,
Active,140P5318C0035,,40143,0,0,1,,04.30.05,NPS Cades Cove Water Tanks,Remove current water tank and construct two new 45K gallon water tanks.,1013168.12,1013168.12,2019-04-30T00:00:00,2019-06-30T00:00:00,USA,TN,236220,,Y,1,8(a),Non-Competed,Firm Fixed Price,USD,Page 12. https://www.ipp.gov,,,,8,,,Davis Bacon Act,,,,,,4380,4497,820,4770,,,,,,,773,Add,4467,
Active,FA4861-18-F-A128,18.52,090036.018.52,0,1,1,,09.10.20,18FA128 – Renovate Building 447   (RKMF 17-0109) ,,835329.61,835329.61,2019-07-22T00:00:00,2019-11-27T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 11-12  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA ;– email notifications Srdjan.anic@us.af.mil",,,,25,,,Davis Bacon Act,,,,,,4657,5443,4764,4324,,,,,,,,Add,,
