Customer Name,Customer Type,Department,Agency,Description,Address,Action
"NPS, PWR - LAKE MABO",Federal,Dept. of the Interior,NPS,,"2701 Barstow Road
Barstow, CA  92311",Add
BLM Wyoming,Federal,Dept. of the Interior,BLM,,,Add
BLM Wyoming,Federal,Dept. of the Interior,BLM,,,Add
BLM Montana,Federal,Dept. of the Interior,BLM,,,Add
GEOServices,Federal,Dept. of Agriculture,Forest Service,,"GEOServices, LLC
2561 Willow Point Way
Knoxville, TN",Add
BLM new Mexico,Federal,Dept. of the Interior,BLM,,,Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,"Contracting Officer
United States Coast Guard
Civil Engineering Unit - Juneau
915 2ND AVE, RM 2664
Seattle, WA 98174",Add
BLM Wyoming,Federal,Dept. of the Interior,BLM,,,Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"2850 Youngfield Street
Lakewood, CO 80215
",Add
AKANA,Federal,Dept. of Energy,,,,Add
BLM California,Federal,Dept. of the Interior,BLM,,,Add
Hicks and Ingle Corporation,State Government,,,,"8909 Joe Daniels Rd. 
Knoxville, TN 37931",Add
Air Force,Federal,Dept. of Defense,Air Force,,"45 CONS/PKAB
1201 EDWARD H WHITE II ST
PATRICK AFB FL 32925-3237",Add
NRCS-HQ,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,,Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Contracting Officer, Construction and A&E
Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
USPS,US Postal Service,,,,"475 L'Efant Plaza
SW Room 1246
Washington, DC 20268-6201",Add
Arizona Public Service Co,Commercial,,,,"2121 W Cheryl Drive MS 3181
Phoenix, AZ  85021",Add
BLM ID - FIRE&AV TWIN FALLS,Federal,Dept. of the Interior,BLM,,"1387 S Vinnell Way
Boise, ID  83709",Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,,Add
City of Las Vegas,City Government,,,,"495 S Main St.
Las Vegas, NV  89101",Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,"BLM Nevada State Office
1340 Financial Blvd.
Reno, NV 89502
",Add
BLM California,Federal,Dept. of the Interior,BLM,,"Denver Federal Office
Bldg. 50, OC-664
PO Box 25047
Denver, CO 80225",Add
BLM - CO State Office,Federal,Dept. of the Interior,BLM,,"3028 E. Main St
Canon City, CO 81212",Add
US Army,Federal,Dept. of Defense,Army,,"MICC-FSH
Attn: MICC-FSH
2205 Infantry Post Rd
Fort Sam Houston TX 78234-1361",Add
T. Y. LIN INTERNATIONAL,Commercial,,,,,Add
NAVFAC NW,Federal,Dept. of Defense,Navy,,"Naval Facilities Engineering Command, NW
FEAD Bremerton
467 W Street, Floor 4
Bremerton, WA 98314",Add
UAA,Commercial,,,,,Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave
Eielson AFB, AK 99702",Add
UAA,Commercial,,,,,Add
BLM washington,Federal,Dept. of the Interior,BLM,,"BLM, National Operations Center
Denver Federal Center, Bldg. 50, OC-664
PO Box 25047; Denver, CO 80225",Add
BLM Idaho,Federal,Dept. of the Interior,BLM,,,Add
US Fish and Wildlife Service,US Fish and Wildlife Service,,,,"1011 E. Tudor Road
Anchorage, AK 99503-6199",Add
Blm Idaho,Federal,Dept. of the Interior,BLM,,,Add
BLM ID - FIRE&AV TWIN FALLS,Federal,Dept. of the Interior,BLM,,,Add
National Parks Service,Federal,Dept. of the Interior,NPS,,,Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
US ARMY ENGINEER DIST SF,Federal,Dept. of Defense,Army Corps,,,Add
USDA Forest Service,Federal,Dept. of Agriculture,Forest Service,,,Add
BLM Montana,Federal,Dept. of the Interior,BLM,,"BLM, National Operations Center
Denver Federal Center, Bldg. 50, OC-664
PO Box 25047; Denver, CO 80225",Add
BLM California,Federal,Dept. of the Interior,BLM,,,Add
BLM Idaho,Federal,Dept. of the Interior,BLM,,,Add
USDA Forest Service,Federal,Dept. of Agriculture,Forest Service,,"USDA Forest Service
National Forests in Mississippi
200 S Lamar St. STE 500N Box 44
Jackson, MS 39201",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave
Bldg. 2258
Eielson AFB, AK 99702",Add
US Dept of Interior,Federal,Dept. of the Interior,BOR,,,Add
BLM Colorado,Federal,Dept. of the Interior,BIA,,,Add
Blm Wyoming,Federal,Dept. of the Interior,BLM,,,Add
DOE EMCBC,Federal,Dept. of Energy,,,,Add
USACE Walla Walla District,Federal,Dept. of the Interior,BLM,,,Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,"BATTLE MOUNTAIN DISTRICT OFFICE
TONOPAH FIELD OFFICE",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,,Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,,Add
Dept of the Interior - NPS,Federal,Dept. of the Interior,NPS,,"22 Stable Street/P.O Box 168
Yellowstone National Park, WY 82190",Add
Dept of Defense,Federal,Dept. of Defense,Air Force,,"101 Washington Square
BLDG 40
Offutt AFB, NE 68113",Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
BLM OC NOC INFRASTR SEC,Federal,Dept. of the Interior,BLM,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave., JBER, AK 99506",Add
USDA Forest Service,Federal,Dept. of Agriculture,Forest Service,,,Add
BLM ID-State Office,Federal,Dept. of the Interior,BLM,,,Add
USACE Omaha District,Federal,Dept. of Defense,Army Corps,,,Add
USDA FS IDAWY Acquisition Service Center,Federal,Dept. of Agriculture,Forest Service,,"1405 Hollipark Drive
Idaho Falls, ID  83401",Add
USDA FS IDAWY Acquisition Service Center,Federal,Dept. of Agriculture,Forest Service,,"1405 Hollipark Drive
Idaho Falls, ID  83401",Add
BOR Upper CO Region,Federal,Dept. of the Interior,BOR,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
BLM Wyoming,Federal,Dept. of the Interior,BLM,,,Add
"Boston Government Services, LLC",Federal,Dept. of Energy,,,"105 Mitchell Road; Suite 101
Oak Ridge, TN 37830",Add
"Boston Government Services, LLC",Federal,Dept. of Energy,,,"105 Mitchell Road; Suite 101
Oak Ridge, TN 37830",Add
BLM Alaska,Federal,Dept. of the Interior,BLM,,,Add
Bureau of Reclamation - Upper CO,Federal,Dept. of the Interior,BOR,,,Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,,Add
BLM OC NOC SVC & SUPPLY SEC,Federal,Dept. of the Interior,BLM,,"PO Box 25047
Denver, CO  80225",Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
BLM Wyoming,Federal,Dept. of the Interior,BLM,,,Add
DOE EMCBC,Federal,Dept. of Energy,,,,Add
BLM WY-STATE OFC,Federal,Dept. of the Interior,BLM,,,Add
USCG CEU JUNEAU,Federal,Dept. of Homeland Security,Coast Guard,,"PO Box 25517
Juneau, AK 99802",Add
Arizona Public Service Co,Federal,Dept. of Agriculture,Forest Service,,"2121 W. Cheryl Dr
Phoenix, AZ  85021",Add
USACE-OMAHA ,Federal,Dept. of Defense,Army Corps,,"U.S. ARMY CORPS OF ENGINEERS, OMAHA, Contracting Division, 9CENWO-CT), 1616 Capitol Ave., Omaha, NE 68102-4901",Add
BLM OC NOC INFRASTR SEC,Federal,Dept. of the Interior,BLM,,,Add
UAA,Commercial,,,,,Add
US Army Corps of Engineers,Federal,Dept. of Defense,Army Corps,,"DEPARTMENT OF THE ARMY
U.S. ARMY ENGINEER DISTRICT, ALASKA
P.O. BOX 6898
Joint Base Elmendorf-Richardson, ALASKA 99506-0898",Add
USDA Forest Service Western Zone,Federal,Dept. of Agriculture,Forest Service,,,Add
"BLM-OC NOC, DIVISION OF RESOURCE SE",Federal,Dept. of the Interior,BLM,,,Add
"BLM-OC NOC, DIVISION OF RESOURCE SE",Federal,Dept. of the Interior,BLM,,,Add
"BLM-OC NOC, DIVISION OF RESOURCE SE",Federal,Dept. of the Interior,BLM,,,Add
Bureau of Reclamation UC,Federal,Dept. of the Interior,BOR,,,Add
USACE Omaha District,Federal,Dept. of Defense,Army Corps,,,Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,,Add
UAA,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
USDA Forest Service Western Zone,Federal,Dept. of Agriculture,Forest Service,,,Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
DHS - Customs & Border Protection,Federal,Dept. of Homeland Security,US Customs and Border Protection,,"DHS-Customs & Border Protection
Department of Homeland Security
Intech Two, Suite 100
6650 Telecom Dr.
Indianapolis, IN 46278",Add
CHPRC,Federal,Dept. of Energy,,,,Add
NASA,NASA,,,,"Mail Code: OP-CS
Bldg M6-0399, Rm 2480F
NASA John F. Kennedy Space Center",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,"PO Box 6898
JBER, AK ",Add
USACE,Federal,Dept. of Defense,Army Corps,,"PO Box 6898
JBER, AK 99506",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
MICC Ft Stewart,Federal,Dept. of Defense,Army,,"976 William H. Wilson Ave, Bldg. 621
Fort Stewart, GA 31314",Add
U.S. ARMY ENGINEER DISTRICT. AK,Federal,Dept. of Defense,Army Corps,,"CEPOA-CT
P.O. Box 6898, JBER, AK 99506-0898",Add
,Federal,Dept. of Defense,Air Force,,Offutt AFB,Add
Dept of Defense,Federal,Dept. of Defense,Air Force,,"BODHI J STRAW, SrA, USAF
Contract Specialist, Construction
55 CONS/PKA
101 Washington Sq.
Offutt AFB, NE 68113
",Add
,Federal,Dept. of Defense,Air Force,,"BODHI J STRAW, SrA, USAF
Contract Specialist, Construction
55 CONS/PKA
101 Washington Sq.
Offutt AFB, NE 68113
",Add
Dept of Defence ,Federal,Dept. of Defense,Air Force,,Offutt AFB,Add
MICC Ft. Stewart,Federal,Dept. of Defense,Army,,"976 William H. Wilson Ave, Bldg. 621 Fort Stewart, GA 31314",Add
MICC Ft. Stewart,Federal,Dept. of Defense,Army,,"976 William H. Wilson Ave, Bldg. 621 Fort Stewart, GA 31314",Add
BLM NV State Office,Federal,Dept. of the Interior,BLM,,"702 No Industrial Way, Ely, NV 89301",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave., JBER, AK 99506",Add
Natural Resources Conservation Services,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,"U.S. Department of Agriculture
Natural Resources Conservation Service
Acquisitions, Grants and Agreements Division
Contracting Services Branch
Specialized Contracting Team
441 S. Salina Street, Suite 354
Syracuse, New York 13202
",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
Premier Technology,Commercial,,,,"1858 West Bridge, Blackfoot, ID 83221 
",Add
"Trinity Contracting Services Co., LLC",Federal,Dept. of Energy,,,"102 B Jefferson Court
Oak Ridge, TN 37830",Add
US ARMY ENGINEER DIST - Tulsa,Federal,Dept. of Defense,Army,,,Add
USDA - NRCS,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,,Add
"Tierra Right of Way Services, LTD",Federal,Dept. of the Interior,BOR,,,Add
"Eagle Peak Rock & Paving, Inc.",Federal,Dept. of the Interior,BOR,,"PO Box 161898
Big Sky MT  59716",Add
USDA - NRCS,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,,Add
Environmental Chemical Corporation,Federal,Dept. of Defense,Army,,"ECC 110 Fieldcrest Ave Suite 31 Edison, NJ 08837",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Avenue
Eielson AFB, AK 99702",Add
Michael Baker International,Commercial,,,,,Add
Michael Baker International,Commercial,,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
"State of Alaska, DOT & Public Facilities",State Government,,,,"Department of Transportation & Public Facilities
4111 Aviation Avenue
Anchorage, AK  99502
",Add
LDSS Corp,Federal,Dept. of the Interior,BIA,,,Add
Michael Baker International,Federal,Dept. of Homeland Security,FEMA,,"Contract Administration Manager | Michael Baker International, Inc.
29885 E. 156th St. South, Coweta, OK  74429-6008 ",Add
EA ENGINEER SCIENCE,Federal,Dept. of Defense,Army Corps,,"7995 E. Prentice Avenue, Suite 206E, Greenwood Village, CO  80111
",Add
Performance Contracting Inc.,Federal,Dept. of Energy,,,"1430 E. Weisgarber Rd, Knoxville, TN 37909",Add
Lopez Engineering,Commercial,,,,,Add
PMA,Federal,Dept. of Energy,,,,Add
"MarCom, LLC",Federal,Dept. of Energy,,,,Add
Twin Falls County Office of Emergency Management,County Government,,,,,Add
Canada Nuclear Laboratories,Canadian Nuclear Laboratories,,,,"286 Plant Rd, Chalk River, ON KOJ 1JO",Add
Stantec Consulting,Commercial,,,,,Add
SantoLubes Manufacturing LLC dba Blackman Uhler Specialties,Commercial,,,,"P.O. Box 273210
Tampa, FL 33688",Add
Northern New Mexico A&E,Commercial,,,,"200 DP Road, Suite A, Los Alamos, NM 87544",Add
Canada Nuclear Laboratories,Canadian Nuclear Laboratories,,,,,Add
Facility Services Management,Federal,Dept. of Defense,Air Force,,Facility Services Management - JBER Hospital ,Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
DOI FWS,Federal,Dept. of the Interior,USFWS,,,Add
"Bechtel National, Inc",Federal,Dept. of Energy,,,"P.O Box 2888
Oak Ridge, TN, 37831
",Add
CDC/NIOSH,Department of Health and Human Services,,,,"Centers  for Disease Control and Prevention, Office of Acquisition Services 626 Cochrans Mill Road,  Pittsburgh, PA  15236-0070",Add
U.S. Army Corps of Engineers,Federal,Dept. of Defense,Army Corps,,"U.S. Army Corps of Engineers, Alaska District
ATTN: CEPOA-CT (Kinnett, Rm 30)
P.O. Box 6898
JBER, AK 99506-6898",Add
South Carolina DOT,State Government,,,,"955 Park St. 
Columbia, SC 29201",Add
USPS,US Postal Service,,,,"8221 Petersburg Street
Anchorage, AK 99507-9991",Add
"Lift Systems, Inc. ",Commercial,,,,"Lift Systems, Inc.
1505 - 7th Street 
East Moine, IL 61244",Add
University of Alaska Anchorage,Commercial,,,,,Add
"Shearwater Mission Support, LLC",Federal,Dept. of Defense,Army,,"Sr. Contracts Administrator
Three Saints Bay, LLC
10440 Balls Ford Road
Suite 200
Manassas, VA 20109",Add
"FWS, Division of Contracting & GE",Federal,Dept. of the Interior,USFWS,,,Add
Sundance Consulting Inc.,Federal,Dept. of Defense,Army Corps,,,Add
"Shearwater Mission Support, LLC",Federal,Dept. of Defense,Army,,"10440 Balls Ford Road, Suite 200
Manassas, VA  20109",Add
Canada Nuclear Laboratories,Canadian Nuclear Laboratories,,,,,Add
"FNF Construction, Inc.",Commercial,,,,,Add
Sundance Consulting,Federal,Dept. of Defense,Army Corps,,"Sundance Consulting, Inc.             
Maryland
",Add
Ak-Chin Indian Community,Tribal Government,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
Idaho Department of Fish & Game,State Government,,,,,Add
ORIZON I.P.E,Commercial,,,,,Add
"Brown Environmental, Inc.",State Government,,,,"PO Box 886, Placitas, NM 87043",Add
Arizona Public Service Company (APS),Federal,Dept. of the Interior,BLM,,"PO Box 53999
Phoenix, AZ  85072",Add
University of Alaska Anchorage,Commercial,,,,"UAA Facilities Planning & Contruction
3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
Dept of Defense/US Navy,Federal,Dept. of Defense,Navy,,"NAVFAC Northwest
FEAD Bremerton
467 W Street., Floor 4
Bremerton, WA 98314",Add
"TREC, Inc.",Commercial,,,,,Add
BLM California,Federal,Dept. of the Interior,BLM,,,Add
BLM Oregon,Federal,Dept. of the Interior,BLM,,,Add
Rhodes + Brito Architects,Federal,Dept. of Defense,Air Force,,"605 East Robinson Street Suite 750
Orlando, FL 32801",Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,"BLM Nevada State Office
1340 Financial Blvd.
Reno, NV 89502
",Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
Arizona Public Service Company,State Government,,,,"PO Box 53999
Phoenix, AZ  85072",Add
 Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
USACE Seattle District,Federal,Dept. of Defense,Army Corps,,,Add
USACE Seattle District,Federal,Dept. of Defense,Army Corps,,,Add
"US Army Engineer District, Albuquerque",Federal,Dept. of Defense,Army Corps,,"4101 Jefferson Plaza, NE
Albuquerque, NM  87109",Add
"US Army Engineer District, Albuquerque",Federal,Dept. of Defense,Army Corps,,,Add
Horne Properties - Smokey Mountains LLC,Commercial,,,,"412 N. Cedar Bluff Road, Suite 205
Knoxville, Tennessee 37923
",Add
Federal Bureau of Investigation,Department of Justice || FBI,Department of Justice,FBI,,,Add
BLM OR-ST OFC PROC MGMT BR,Federal,Dept. of the Interior,BLM,,"BLM-Oregon State Office
Duty Station: Coos Bay District Office, North Bend, Oregon
",Add
University of Alaska Anchorage,Commercial,,,,,Add
BLM New Mexico,Federal,Dept. of the Interior,BLM,,"6251 College Blvd, SteA
Farmington, NM 87402",Add
PMA,Federal,Dept. of Energy,,,"3930 U. S. Route 23
Piketon, OH  45661",Add
DOE EMCBC,Federal,Dept. of Energy,,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,Add
PMA,Federal,Dept. of Energy,,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,Add
GE Gas Turbines / Tommy Hyde,Commercial,,,,"300 Garlington Road
Greenville, SC 29602-0648",Add
