Customer Name,Customer Type,Department,Agency,Description,Address,Email,Abbreviation,Import Status,Reason,
BLM ID - FIRE&AV TWIN FALLS,Federal,Dept. of the Interior,BLM,,"1387 S Vinnell Way
Boise, ID  83709",pfort@blm.gov,BLM,Success,Customer added successfully.,
City of Las Vegas,City Government,,,,"495 S Main St.
Las Vegas, NV  89101",awashington@LasVegasNevada.gov,City,Fail,Invalid customer type.,
BLM Nevada,Federal,Dept. of the Interior,BLM,,"BLM Nevada State Office
1340 Financial Blvd.
Reno, NV 89502
",sastoddard@blm.gov,BLM,Success,Updated Successfully,
BLM California,Federal,Dept. of the Interior,BLM,,"Denver Federal Office
Bldg. 50, OC-664
PO Box 25047
Denver, CO 80225",jsteed@blm.gov,BLM,Success,Updated Successfully,
BLM - CO State Office,Federal,Dept. of the Interior,BLM,,"3028 E. Main St
Canon City, CO 81212",rgvaldez@blm.gov ,BLM,Success,Customer added successfully.,
US Army,Federal,Dept. of Defense,Army,,MICC-FSH
Attn: MICC-FSH
2205 Infantry Post Rd
Fort Sam Houston TX 78234-1361,april.j.kreps.civ@mail.mil,Army,Success,Updated Successfully,
T. Y. LIN INTERNATIONAL,Commercial,,,,,,Commercial,Success,Customer added successfully.,
NAVFAC NW,Federal,Dept. of Defense,Navy,,"Naval Facilities Engineering Command, NW
FEAD Bremerton
467 W Street, Floor 4
Bremerton, WA 98314",rebecca.jex@navy.mil,Navy,Success,Updated Successfully,
BLM washington,Federal,Dept. of the Interior,BLM,,"BLM, National Operations Center
Denver Federal Center, Bldg. 50, OC-664
PO Box 25047; Denver, CO 80225",jsteed@blm.gov,BLM,Success,Updated Successfully,
BLM Idaho,Federal,Dept. of the Interior,BLM,,,mrasmussen@blm.gov,BLM,Success,Updated Successfully,
US Fish and Wildlife Service,US Fish and Wildlife Service,,,,"1011 E. Tudor Road
Anchorage, AK 99503-6199",anthony_kuntz@fws.gov,FWS,Fail,Invalid customer type.,
BLM ID - FIRE&AV TWIN FALLS,Federal,Dept. of the Interior,BLM,,,pfort@blm.gov,BLM,Success,Updated Successfully,
National Parks Service,Federal,Dept. of the Interior,NPS,,,ryan_pike@nps.gov,NPS,Success,Updated Successfully,
US ARMY ENGINEER DIST SF,Federal,Dept. of Defense,Army Corps,,,theodore.t.turney@usace.army.mil,Army Corps,Success,Customer added successfully.,
USDA FOREST SERVICE,Federal,"AGRICULTURE, DEPARTMENT OF",FOREST SERVICE,,,,FS,Success,Updated Successfully,
BLM Montana,Federal,Dept. of the Interior,BLM,,"BLM, National Operations Center
Denver Federal Center, Bldg. 50, OC-664
PO Box 25047; Denver, CO 80225",jsteed@blm.gov,BLM,Success,Updated Successfully,
BLM California,Federal,Dept. of the Interior,BLM,,,jsteed@blm.gov,BLM,Success,Updated Successfully,
USDA FOREST SERVICE,Federal,"AGRICULTURE, DEPARTMENT OF",FOREST SERVICE,,"USDA Forest Service
National Forests in Mississippi
200 S Lamar St. STE 500N Box 44
Jackson, MS 39201",,FS,Success,Updated Successfully,
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,kristina.m.meabon@uscg.mil,USCG,Success,Updated Successfully,
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave
Bldg. 2258
Eielson AFB, AK 99702",benjamin.crain@us.af.mil,Air Force,Success,Updated Successfully,
US Dept of Interior,Federal,Dept. of the Interior,BOR,,,,BOR,Success,Customer added successfully.,
BLM Colorado,Federal,Dept. of the Interior,BIA,,,jsteed@blm.gov,BIA,Success,Updated Successfully,
Blm Wyoming,Federal,Dept. of the Interior,BLM,,,jsteed@blm.gov,BLM,Success,Updated Successfully,
DOE EMCBC,Federal,Dept. of Energy,,,,Travis.taggart@emcbc.doe.gov or angela.cooney@emcbc.doe.gov,DOE,Success,Updated Successfully,
USACE Walla Walla District,Federal,Dept. of the Interior,BLM,,,cynthia.h.jacobsen@usace.army.mil,BLM,Success,Customer added successfully.,
BLM Nevada,Federal,Dept. of the Interior,BLM,,BATTLE MOUNTAIN DISTRICT OFFICE
TONOPAH FIELD OFFICE,k1fergus@blm.gov,BLM,Success,Updated Successfully,
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,,garrett.silva@us.af.mil,Air Force,Success,Updated Successfully,
Dept of the Interior - NPS,Federal,Dept. of the Interior,NPS,,"22 Stable Street/P.O Box 168
Yellowstone National Park, WY 82190",mary_woodin@nps.gov,NPS,Success,Customer added successfully.,
Dept of Defense,Federal,Dept. of Defense,Air Force,,"101 Washington Square
BLDG 40
Offutt AFB, NE 68113",connor.dejac@us.af.mil,Air Force,Success,Updated Successfully,
BLM OC NOC INFRASTR SEC,Federal,Dept. of the Interior,BLM,,,melliott@blm.gov,BLM,Success,Customer added successfully.,
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave., JBER, AK 99506",ryan.debonis.1@us.af.mil,Air Force,Success,Updated Successfully,
BLM ID-State Office,Federal,Dept. of the Interior,BLM,,,pfort@blm.gov,BLM,Success,Customer added successfully.,
USACE Omaha District,Federal,Dept. of Defense,Army Corps,,,julie.k.siderewicz@usace.army.mil,Army Corps,Success,Updated Successfully,
USDA FS IDAWY Acquisition Service Center,Federal,Dept. of Agriculture,Forest Service,,"1405 Hollipark Drive
Idaho Falls, ID  83401",avelasco@fs.fed.us,FS,Success,Customer added successfully.,
BOR Upper CO Region,Federal,Dept. of the Interior,BOR,,,rheight@usbr.gov,BOR,Success,Customer added successfully.,
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",ryan.debonis.a@us.af.mil,Air Force,Success,Updated Successfully,
BLM Wyoming,Federal,Dept. of the Interior,BLM,,,crystalm@blm.gov,BLM,Success,Updated Successfully,
"Boston Government Services, LLC",Federal,Dept. of Energy,,,"105 Mitchell Road; Suite 101
Oak Ridge, TN 37830",hboston@BGS-LLC.com,DOE,Success,Customer added successfully.,
BLM Alaska,Federal,Dept. of the Interior,BLM,,,peuler@blm.gov,BLM,Success,Updated Successfully,
Bureau of Reclamation - Upper CO,Federal,Dept. of the Interior,BOR,,,aloveless@usbr.gov,BOR,Success,Customer added successfully.,
BLM Colorado,Federal,Dept. of the Interior,BLM,,,dgonzalez@blm.gov,BLM,Success,Updated Successfully,
BLM OC NOC SVC & SUPPLY SEC,Federal,Dept. of the Interior,BLM,,"PO Box 25047
Denver, CO  80225",melliott@blm.gov,BLM,Success,Customer added successfully.,
BLM Wyoming,Federal,Dept. of the Interior,BLM,,,kpalmer@blm.gov,BLM,Success,Updated Successfully,
BLM WY-STATE OFC,Federal,Dept. of the Interior,BLM,,,kpalmer@blm.gov,BLM,Success,Customer added successfully.,
USCG CEU JUNEAU,Federal,Dept. of Homeland Security,Coast Guard,,"PO Box 25517
Juneau, AK 99802",Wesley.m.Whisner@uscg.mil,USCG,Success,Updated Successfully,
Arizona Public Service Co,Federal,Dept. of Agriculture,Forest Service,,"2121 W. Cheryl Dr
Phoenix, AZ  85021",Melinda.Slupinski@aps.com,FS,Success,Updated Successfully,
USACE-OMAHA ,Federal,Dept. of Defense,Army Corps,,"U.S. ARMY CORPS OF ENGINEERS, OMAHA, Contracting Division, 9CENWO-CT), 1616 Capitol Ave., Omaha, NE 68102-4901",denise.m.fricke@usace.army.mil,Army Corps,Success,Customer added successfully.,
BLM OC NOC INFRASTR SEC,Federal,Dept. of the Interior,BLM,,,melliott@blm.gov,BLM,Success,Updated Successfully,
US Army Corps of Engineers,Federal,Dept. of Defense,Army Corps,,"DEPARTMENT OF THE ARMY
U.S. ARMY ENGINEER DISTRICT, ALASKA
P.O. BOX 6898
Joint Base Elmendorf-Richardson, ALASKA 99506-0898",Aldone.R.Graham@usace.army.mil,Army Corps,Success,Updated Successfully,
USDA Forest Service Western Zone,Federal,Dept. of Agriculture,Forest Service,,,,FS,Success,Customer added successfully.,
"BLM-OC NOC, DIVISION OF RESOURCE SE",Federal,Dept. of the Interior,BLM,,,,BLM,Success,Customer added successfully.,
"BLM-OC NOC, DIVISION OF RESOURCE SE",Federal,Dept. of the Interior,BLM,,,jchamberlin@blm.gov,BLM,Success,Updated Successfully,
Bureau of Reclamation UC,Federal,Dept. of the Interior,BOR,,,,BOR,Success,Updated Successfully,
USACE Omaha District,Federal,Dept. of Defense,Army Corps,,,pat.m.overgaard@usace.army.mil,Army Corps,Success,Updated Successfully,
BLM Colorado,Federal,Dept. of the Interior,BLM,,,fsalazar@blm.gov,BLM,Success,Updated Successfully,
USDA Forest Service Western Zone,Federal,Dept. of Agriculture,Forest Service,,,janetcscaggs@fs.fed.us,FS,Success,Updated Successfully,
DHS - Customs & Border Protection,Federal,Dept. of Homeland Security,US Customs and Border Protection,,"DHS-Customs & Border Protection
Department of Homeland Security
Intech Two, Suite 100
6650 Telecom Dr.
Indianapolis, IN 46278",MISTELLE.WATKINS@cbp.dhs.gov,US Customs,Success,Updated Successfully,
CHPRC,Federal,Dept. of Energy,,,,,DOE,Success,Updated Successfully,
NASA,NASA,,,,"Mail Code: OP-CS
Bldg M6-0399, Rm 2480F
NASA John F. Kennedy Space Center",jerry.g.meeks@nasa.gov,NASA,Fail,Invalid customer type.,
USACE,Federal,Dept. of Defense,Army Corps,,"PO Box 6898
JBER, AK ",theresa.m.afrank@usace.army.mil,Army Corps,Success,Updated Successfully,
USACE,Federal,Dept. of Defense,Army Corps,,"PO Box 6898
JBER, AK 99506",theresa.m.afrank@usace.army.mil,Army Corps,Success,Updated Successfully,
MICC Ft Stewart,Federal,Dept. of Defense,Army,,"976 William H. Wilson Ave, Bldg. 621
Fort Stewart, GA 31314",daunte.d.graves.mil@mail.mil,Army,Success,Customer added successfully.,
U.S. ARMY ENGINEER DISTRICT. AK,Federal,Dept. of Defense,Army Corps,,"CEPOA-CT
P.O. Box 6898, JBER, AK 99506-0898",Aldone.R.Gmhamlhlusace.annv.mil,Army Corps,Success,Customer added successfully.,
Dept of Defense,Federal,Dept. of Defense,Air Force,,"BODHI J STRAW, SrA, USAF
Contract Specialist, Construction
55 CONS/PKA
101 Washington Sq.
Offutt AFB, NE 68113
",bodhi.straw@us.af.mil,Air Force,Success,Updated Successfully,
Dept of Defence ,Federal,Dept. of Defense,Air Force,,Offutt AFB,tyler.richmond@us.af.mil,Air Force,Success,Customer added successfully.,
MICC Ft. Stewart,Federal,Dept. of Defense,Army,,"976 William H. Wilson Ave, Bldg. 621 Fort Stewart, GA 31314", daunte.d.graves.mil@mail.mil,Army,Success,Customer added successfully.,
MICC Ft. Stewart,Federal,Dept. of Defense,Army,,"976 William H. Wilson Ave, Bldg. 621 Fort Stewart, GA 31314",daunte.d.graves.mil@mail.mil,Army,Success,Updated Successfully,
BLM NV State Office,Federal,Dept. of the Interior,BLM,,"702 No Industrial Way, Ely, NV 89301",k1fergus@blm.gov,BLM,Success,Customer added successfully.,
Natural Resources Conservation Services,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,"U.S. Department of Agriculture
Natural Resources Conservation Service
Acquisitions, Grants and Agreements Division
Contracting Services Branch
Specialized Contracting Team
441 S. Salina Street, Suite 354
Syracuse, New York 13202
",laureen.eipp@wdc.usda.gov,NRCS,Success,Customer added successfully.,
Premier Technology,Commercial,,,,"1858 West Bridge, Blackfoot, ID 83221 
",jgreer@ptius.net,Commercial,Success,Customer added successfully.,
"Trinity Contracting Services Co., LLC",Federal,Dept. of Energy,,,"102 B Jefferson Court
Oak Ridge, TN 37830",j.roberts@Tcsc-llc.com,DOE,Success,Customer added successfully.,
US ARMY ENGINEER DIST - Tulsa,Federal,Dept. of Defense,Army,,,Brenda.K.Anderson@usace.army.mil,Army,Success,Customer added successfully.,
USDA - NRCS,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,,ryan.lorimer@wdc.usda.gov,NRCS,Success,Updated Successfully,
"Tierra Right of Way Services, LTD",Federal,Dept. of the Interior,BOR,,,,BOR,Success,Customer added successfully.,
"Eagle Peak Rock & Paving, Inc.",Federal,Dept. of the Interior,BOR,,PO Box 161898
Big Sky MT  59716,,BOR,Success,Updated Successfully,
USDA - NRCS,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,,chanda.sow@wdc.usda.gov,NRCS,Success,Updated Successfully,
Environmental Chemical Corporation,Federal,Dept. of Defense,Army,,"ECC 110 Fieldcrest Ave Suite 31 Edison, NJ 08837", bgrowney@ecc.net,Army,Success,Updated Successfully,
Michael Baker International,Commercial,,,,,kfritz@mbakerintl.com,Commercial,Success,Customer added successfully.,
Michael Baker International,Commercial,,,,,chris.lindemann@mbakerintl.com,Commercial,Success,Updated Successfully,
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,,gary.a.gonderzik.civ@mail.mil,Air Force,Success,Updated Successfully,
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",candice.arcuri@us.af.mil,Air Force,Success,Updated Successfully,
"State of Alaska, DOT & Public Facilities",State Government,,,,"Department of Transportation & Public Facilities
4111 Aviation Avenue
Anchorage, AK  99502
",sharon.smith@alaska.gov,State,Fail,Invalid customer type.,
LDSS Corp,Federal,Dept. of the Interior,BIA,,,rob.baum@ldsscorp.com,BIA,Success,Updated Successfully,
Michael Baker International,Federal,Dept. of Homeland Security,FEMA,,"Contract Administration Manager | Michael Baker International, Inc.
29885 E. 156th St. South, Coweta, OK  74429-6008 ",tmcallister@mbakerintl.com ,FEMA,Success,Updated Successfully,
EA ENGINEER SCIENCE,Federal,Dept. of Defense,Army Corps,,"7995 E. Prentice Avenue, Suite 206E, Greenwood Village, CO  80111
",srice@eaest.com,Army Corps,Success,Customer added successfully.,
Performance Contracting Inc.,Federal,Dept. of Energy,,,"1430 E. Weisgarber Rd, Knoxville, TN 37909",Jon.Hoerner@pcg.com,DOE,Success,Customer added successfully.,
Lopez Engineering,Commercial,,,,,ldoan@lopezengineering.com,Commercial,Success,Customer added successfully.,
PMA,Federal,Dept. of Energy,,,,stephanie.puckett@ports.pppo.gov,DOE,Success,Updated Successfully,
"MarCom, LLC",Federal,Dept. of Energy,,,,kmcomber@marcomllc.net,DOE,Success,Updated Successfully,
Twin Falls County Office of Emergency Management,County Government,,,,, jfrey@co.twin-falls.id.us,County,Fail,Invalid customer type.,
Canada Nuclear Laboratories,Canadian Nuclear Laboratories,,,,"286 Plant Rd, Chalk River, ON KOJ 1JO",tina.burghardt@cnl.ca,CNL,Fail,Invalid customer type.,
Stantec Consulting,Commercial,,,,,leonard.farr@stantec.com,Commercial,Success,Customer added successfully.,
SantoLubes Manufacturing LLC dba Blackman Uhler Specialties,Commercial,,,,"P.O. Box 273210
Tampa, FL 33688",jkubal@kubalassoc.com,Commercial,Success,Updated Successfully,
Northern New Mexico A&E,Commercial,,,,"200 DP Road, Suite A, Los Alamos, NM 87544",ldoan@lopezengineering.com,Commercial,Success,Customer added successfully.,
Canada Nuclear Laboratories,Canadian Nuclear Laboratories,,,,,,CNL,Fail,Invalid customer type.,
Facility Services Management,Federal,Dept. of Defense,Air Force,,Facility Services Management - JBER Hospital ,bposton@facsvcs.com,Air Force,Success,Customer added successfully.,
DOI FWS,Federal,Dept. of the Interior,USFWS,,,cindy_salazar@fws.gov,USFWS,Success,Customer added successfully.,
"Bechtel National, Inc",Federal,Dept. of Energy,,,"P.O Box 2888
Oak Ridge, TN, 37831
",vickie.trimble@cns.doe.gov,DOE,Success,Updated Successfully,
CDC/NIOSH,Department of Health and Human Services,,,,"Centers  for Disease Control and Prevention, Office of Acquisition Services 626 Cochrans Mill Road,  Pittsburgh, PA  15236-0070",ajemmott@cdc.gov,HHS,Fail,Invalid customer type.,
U.S. Army Corps of Engineers,Federal,Dept. of Defense,Army Corps,,"U.S. Army Corps of Engineers, Alaska District
ATTN: CEPOA-CT (Kinnett, Rm 30)
P.O. Box 6898
JBER, AK 99506-6898",kathy.j.kinnett@usace.army.mil,Army Corps,Success,Updated Successfully,
USPS,US Postal Service,,,,"8221 Petersburg Street
Anchorage, AK 99507-9991",cathe.a.grosshandler@usps.gov,USPS,Fail,Invalid customer type.,
"Lift Systems, Inc. ",Commercial,,,,"Lift Systems, Inc.
1505 - 7th Street 
East Moine, IL 61244",ABrockwell@Lift-Systems.com ,Commercial,Success,Customer added successfully.,
"Shearwater Mission Support, LLC",Federal,Dept. of Defense,Army,,"Sr. Contracts Administrator
Three Saints Bay, LLC
10440 Balls Ford Road
Suite 200
Manassas, VA 20109",TSBContracts@threesaintsbay.com,Army,Success,Customer added successfully.,
"FWS, Division of Contracting & GE",Federal,Dept. of the Interior,USFWS,,,cindy_salazar@fws.gov,USFWS,Success,Customer added successfully.,
Sundance Consulting Inc.,Federal,Dept. of Defense,Army Corps,,,jconsoletti@sundance-inc.net,Army Corps,Success,Customer added successfully.,
"Shearwater Mission Support, LLC",Federal,Dept. of Defense,Army,,"10440 Balls Ford Road, Suite 200
Manassas, VA  20109",tsbcontracts@threesaintsbay.com,Army,Success,Updated Successfully,
"FNF Construction, Inc.",Commercial,,,,,Tressia Contreras <Tressia@fnfinc.com>,Commercial,Success,Updated Successfully,
Sundance Consulting,Federal,Dept. of Defense,Army Corps,,"Sundance Consulting, Inc.             
Maryland
",jconsoletti@sundance-inc.net,Army Corps,Success,Updated Successfully,
Ak-Chin Indian Community,Tribal Government,,,,,,Tribal,Fail,Invalid customer type.,
University of Alaska Anchorage,Commercial,,,,,ccmcconnell@alaska.edu,Commercial,Success,Updated Successfully,
University of Alaska Anchorage,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",ccmcconnell@alaska.edu,Commercial,Success,Updated Successfully,
Idaho Department of Fish & Game,State Government,,,,,jessica.buelow@idfg.idaho.gov,State,Fail,Invalid customer type.,
ORIZON I.P.E,Commercial,,,,,major@orizonipe.com,Commercial,Success,Customer added successfully.,
"Brown Environmental, Inc.",State Government,,,,"PO Box 886, Placitas, NM 87043",bill@brownenviro.com,State,Fail,Invalid customer type.,
Arizona Public Service Company (APS),Federal,Dept. of the Interior,BLM,,"PO Box 53999
Phoenix, AZ  85072",Melinda.Slupinski@aps.com,BLM,Success,Updated Successfully,
University of Alaska Anchorage,Commercial,,,,"UAA Facilities Planning & Contruction
3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",ccmcconnell@alaska.edu,Commercial,Success,Updated Successfully,
Dept of Defense/US Navy,Federal,Dept. of Defense,Navy,,"NAVFAC Northwest
FEAD Bremerton
467 W Street., Floor 4
Bremerton, WA 98314",rebecca.jex@navy.mil,Navy,Success,Customer added successfully.,
BLM Oregon,Federal,Dept. of the Interior,BLM,,,elarson@blm.gov,BLM,Success,Updated Successfully,
Rhodes + Brito Architects,Federal,Dept. of Defense,Air Force,,"605 East Robinson Street Suite 750
Orlando, FL 32801",charles@rbarchitects.com ,Air Force,Success,Customer added successfully.,
Arizona Public Service Company,State Government,,,,"PO Box 53999
Phoenix, AZ  85072",,State,Fail,Invalid customer type.,
 Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,, barbara.butler@srs.gov,DOE,Success,Updated Successfully,
USACE Seattle District,Federal,Dept. of Defense,Army Corps,,,,Army Corps,Success,Updated Successfully,
USACE Seattle District,Federal,Dept. of Defense,Army Corps,,,,Army Corps,Success,Updated Successfully,
"US Army Engineer District, Albuquerque",Federal,Dept. of Defense,Army Corps,,"4101 Jefferson Plaza, NE
Albuquerque, NM  87109",Kathleen.Mayer@usace.army.mil,Army Corps,Success,Updated Successfully,
"US Army Engineer District, Albuquerque",Federal,Dept. of Defense,Army Corps,,,Kathleen.Mayer@usace.army.mil,Army Corps,Success,Updated Successfully,
